client_id,birth_date,district_id,gender
395,05-07-1942,52,190705
396,02-05-1943,1,200502
397,27-03-1953,75,300327
398,26-05-1952,61,255326
399,14-04-1975,45,520414
400,27-12-1956,1,331227
401,19-01-1956,1,286119
402,25-12-1966,3,431225
403,26-07-2000,42,735526
404,20-04-1990,42,670420
405,19-12-1961,65,346019
406,15-05-2000,36,770515
407,27-07-2002,73,755527
408,22-04-2005,35,785222
409,18-06-1948,74,250618
410,20-12-1985,62,621220
411,14-06-1968,17,415414
412,17-04-1967,17,440417
413,18-01-2000,49,726118
414,19-12-1974,46,476019
415,01-04-1968,46,450401
416,07-12-1959,1,326007
417,10-06-1953,1,300610
418,13-10-1989,28,661013
419,07-12-1997,64,706007
420,13-03-2001,18,780313
421,31-07-1988,54,650731
422,07-12-1969,69,461207
423,23-06-1980,37,570623
424,08-10-1970,1,471008
425,12-02-1971,25,480212
426,01-06-1960,72,370601
427,14-11-1968,72,415914
428,16-01-1947,47,196116
429,20-03-2008,50,815120
430,28-07-1943,39,200728
431,01-12-1954,24,276001
432,26-05-1979,59,525326
433,07-02-1978,62,550207
434,30-03-1970,70,435130
435,23-10-1990,20,671023
436,15-06-1978,2,550615
437,17-03-1947,11,205117
438,28-09-1961,32,380928
439,12-11-1995,51,685912
440,07-09-1997,15,705707
441,14-09-1982,1,590914
442,16-02-1999,1,716216
443,20-12-1994,1,711220
444,01-10-1987,74,605801
445,27-06-1974,1,475427
446,19-03-1975,1,520319
447,04-09-1969,23,460904
448,15-10-1997,77,705815
450,27-11-1976,25,531127
451,14-04-2002,12,790414
452,22-12-1980,55,536022
453,16-07-1992,67,690716
454,15-08-1976,38,495615
455,26-07-1943,68,200726
456,28-02-1963,25,400228
457,26-09-1973,70,500926
458,24-07-1984,68,610724
459,23-09-1994,32,675723
461,13-10-1997,68,705813
462,21-12-1993,14,701221
463,05-04-1967,38,440405
464,30-09-1986,24,595730
465,01-09-1975,5,520901
466,19-01-1975,1,476119
467,17-04-1973,1,500417
468,27-04-1982,72,590427
469,13-12-1997,59,706013
470,21-06-1981,30,545421
471,11-01-2000,44,770111
472,27-12-2004,36,811227
473,25-11-1966,1,395925
474,31-05-1972,46,490531
476,01-08-1974,1,475601
477,20-07-1977,1,540720
478,21-06-2001,21,780621
479,20-08-1970,11,470820
480,24-03-1973,11,465124
481,22-01-1950,69,270122
482,22-03-1961,69,345122
483,19-06-1967,1,440619
484,13-11-1986,28,595913
485,16-05-2001,32,780516
486,12-04-1967,68,440412
487,01-06-1949,1,225401
488,02-08-1940,1,170802
489,07-10-1963,41,401007
490,23-10-1973,55,501023
491,05-08-1989,63,660805
492,26-10-1958,72,351026
493,04-08-1969,41,425604
494,19-05-2003,1,800519
495,07-06-1964,49,375407
496,21-07-1978,70,515521
497,02-02-1976,74,530202
498,15-03-1975,74,485115
499,08-09-1962,18,355708
500,06-01-1994,1,710106
501,28-10-1960,62,371028
502,08-12-1942,6,191208
503,24-07-1982,73,590724
504,01-08-2002,36,790801
505,21-12-2000,13,771221
506,16-08-1969,75,460816
507,16-11-1977,75,541116
508,28-04-1994,53,710428
509,02-05-2003,73,800502
510,15-04-1999,12,760415
511,18-02-1982,9,590218
512,03-10-1992,60,655803
513,11-03-2001,8,745111
514,15-11-1991,8,681115
515,26-05-1955,1,320526
516,27-06-1957,1,305427
517,25-07-1988,63,650725
518,28-06-2006,54,795428
519,13-04-2003,18,800413
520,27-11-1974,46,475927
521,25-12-1998,69,751225
522,04-05-1983,1,565304
523,17-12-1945,38,221217
524,02-03-1990,30,635102
525,14-08-1992,30,690814
526,01-02-1987,43,640201
527,18-10-1993,43,665818
528,11-02-2000,37,770211
529,05-11-2001,69,781105
530,27-11-1984,29,575927
531,04-10-1999,27,761004
532,03-11-2007,27,805903
533,19-07-1968,54,415519
534,22-07-1980,74,570722
535,09-09-1960,26,370909
536,25-08-1962,47,390825
537,16-01-1958,1,350116
538,10-07-1975,5,485510
540,28-07-1944,19,210728
541,09-05-1954,19,275309
542,09-04-1948,59,215209
543,15-06-1985,11,585415
544,16-11-1971,63,481116
545,11-12-2000,75,736011
546,25-08-1976,7,530825
547,31-03-1972,54,490331
548,04-12-1960,49,371204
550,30-11-1984,7,611130
551,05-09-2003,47,765705
552,08-07-1961,1,345508
553,07-04-1964,1,410407
554,19-06-1952,30,255419
555,21-10-1949,30,261021
556,08-07-1969,29,460708
557,17-07-1962,51,390717
558,05-09-1947,43,205705
559,05-11-1999,32,725905
560,16-02-1995,71,676216
561,10-01-1990,74,626110
562,22-11-2002,49,755922
563,09-11-1988,72,615909
564,24-01-1978,72,550124
565,03-09-1986,64,595703
566,05-05-1973,47,465305
567,02-05-1973,47,500502
568,19-09-1987,8,605719
569,15-06-1985,73,620615
570,31-03-1968,61,415131
571,27-09-1947,3,240927
572,04-10-1947,3,205804
573,10-08-1990,69,670810
574,25-12-1995,1,721225
575,04-04-1993,58,700404
576,12-07-2001,58,745512
577,05-02-1991,1,636205
578,07-09-2004,23,775707
579,31-07-1960,72,335531
581,04-04-1976,70,495204
582,26-09-1973,1,500926
583,01-03-1992,75,655101
584,13-07-2003,33,765513
585,21-04-1969,40,425221
586,03-11-1970,40,471103
587,08-09-1972,25,455708
588,20-12-1987,61,606020
589,17-09-1984,45,610917
590,15-02-1972,44,490215
591,29-12-2001,65,746029
592,18-07-1988,26,650718
593,10-09-1981,60,545710
596,24-10-1971,69,481024
597,22-02-1966,55,430222
598,31-12-1993,1,701231
599,18-07-2004,1,775518
601,12-03-1989,56,660312
602,16-03-1992,56,655116
603,09-05-1993,13,665309
604,01-10-1992,1,655731
605,27-10-1997,1,705827
606,25-03-1976,10,495125
607,30-03-1987,64,640330
608,31-08-1995,67,720831
609,02-09-1985,52,620902
610,10-10-2006,74,795810
611,13-10-1975,36,521013
612,10-01-1988,36,606110
613,10-10-2004,1,775810
614,03-04-1974,14,475203
615,13-11-1976,68,495913
616,01-01-1998,58,750101
617,14-03-1997,70,740314
618,16-05-1959,57,325316
619,07-09-1943,6,200907
620,13-04-1945,6,185213
621,17-03-1962,54,390317
622,23-01-1959,74,316123
623,04-09-1948,24,250904
624,26-09-1959,24,325726
625,24-01-2006,60,786124
626,13-04-2003,9,800413
627,11-04-1995,17,720411
628,27-07-1997,17,705527
629,10-03-1999,16,760310
630,03-03-1975,61,520303
631,22-05-1983,70,565322
632,16-03-1969,67,460316
633,12-08-1965,67,385612
635,29-08-1954,17,275629
636,17-02-1958,17,350217
637,15-02-1998,39,706215
638,03-04-1988,54,615203
639,02-08-2001,31,780802
640,15-04-2002,26,790415
641,04-09-1989,40,625704
642,25-10-1986,40,631025
643,13-08-1976,1,495613
644,23-06-1988,35,615423
645,21-12-1948,14,251221
646,29-11-1949,34,225929
647,06-04-1952,34,290406
648,28-11-1962,70,355928
649,02-07-2005,13,785502
651,27-03-2003,54,765127
652,08-12-1961,61,381208
653,21-01-1958,1,306121
654,17-07-1969,64,425517
655,10-12-1965,32,421210
656,06-06-1979,1,560606
657,10-09-1953,8,265710
658,21-12-1949,8,261221
659,07-12-1988,24,651207
660,22-03-1946,16,230322
661,15-03-1946,16,195115
662,07-08-1968,5,450807
663,20-01-1946,24,230120
664,19-05-2007,77,805319
665,05-06-1959,62,325405
666,23-05-2005,26,820523
667,20-09-2008,26,815720
668,25-02-1970,1,426225
669,19-02-1984,12,566219
670,21-01-1982,1,590121
671,27-04-1998,10,715227
672,09-01-1957,46,296109
673,29-10-1962,36,391029
674,11-03-1954,11,275111
675,12-11-1998,50,751112
676,07-02-1976,70,530207
677,24-05-1986,5,630524
678,28-07-1960,39,335528
679,19-03-1963,8,400319
680,09-07-1967,8,405509
681,15-01-2000,15,770115
682,21-10-2002,18,791021
683,29-10-1972,76,455829
684,10-06-2003,3,765410
685,13-02-1958,72,306213
686,03-12-1998,32,716003
687,28-01-1998,32,750128
688,04-05-1977,1,540504
689,02-08-1987,70,640802
690,07-11-1965,38,421107
691,13-03-1971,38,445113
692,11-03-1963,74,365111
693,17-03-1958,74,350317
694,28-02-1959,29,360228
695,27-06-1978,28,550627
696,01-02-1980,28,526201
697,01-05-1997,1,740501
698,27-02-1977,75,540227
699,22-06-1949,26,225422
700,20-11-1952,12,291120
702,07-01-1996,31,686107
703,26-04-1982,4,590426
704,01-05-1998,54,750501
705,10-12-1961,19,381210
706,05-08-1971,1,480805
707,14-12-1964,1,411214
708,27-01-2005,50,776127
709,29-12-1957,1,341229
710,28-11-1948,23,251128
711,16-10-1990,48,635816
712,04-12-1985,54,621204
713,29-05-2007,20,805329
714,08-10-1993,31,701008
715,15-03-1979,1,525115
716,04-02-1982,1,546204
717,02-05-1991,54,680502
718,28-04-1987,54,605228
719,09-08-1997,46,740809
720,06-09-1977,29,540906
721,15-02-1963,43,400215
722,25-01-1998,62,706125
723,26-09-1984,12,575726
724,02-04-1980,65,535202
725,11-12-1979,75,561211
726,13-02-1958,16,350213
727,20-09-1957,32,305720
728,20-01-1955,32,320120
729,17-05-1996,63,695317
730,14-08-1996,63,730814
731,22-03-2006,74,795122
732,05-07-2001,74,780705
733,28-07-2001,46,780728
734,14-03-2012,46,855114
735,26-11-1996,1,731126
736,26-06-2004,1,775426
737,04-11-1975,74,521104
738,26-03-1943,25,200326
739,16-04-1965,72,420416
740,07-11-1946,55,231107
741,09-07-1964,74,410709
742,15-12-1978,1,516015
743,17-02-1964,1,410217
744,18-07-1963,26,400718
745,14-04-1993,52,665214
746,16-04-1985,52,620416
747,20-10-1980,24,535820
748,15-10-1959,25,361015
749,29-09-1960,25,335729
750,29-11-1983,70,565929
751,09-03-1982,70,590309
752,20-12-1967,72,441220
753,24-11-1967,72,405924
754,04-08-1974,63,475604
755,21-11-1970,72,471121
756,13-05-1943,31,200513
757,20-02-1998,71,706220
758,26-09-1988,68,615726
759,20-05-1978,29,550520
760,25-10-1963,57,365825
762,20-04-1960,21,370420
763,24-10-1954,75,275824
764,13-12-1982,49,556013
765,31-12-1992,65,691231
766,03-09-1953,1,265703
767,16-06-1946,1,230616
768,23-11-1958,32,315923
769,15-12-2000,40,771215
772,10-12-1967,64,441210
773,30-10-1958,4,351030
774,03-03-1996,70,730303
775,30-01-1968,51,406130
776,03-07-1980,1,535503
777,20-05-1984,1,610520
778,04-06-1963,13,400604
779,12-08-1971,69,445612
780,26-02-1947,3,240226
781,20-09-1968,72,450920
782,18-05-1990,5,635318
783,25-05-1998,27,715325
784,28-12-1987,27,641228
785,09-09-1957,63,340909
786,06-09-2001,53,780906
787,08-12-1970,3,471208
788,03-09-1997,47,740903
789,21-09-1954,4,310921
790,09-07-1994,63,675509
791,29-11-1977,68,505929
793,04-02-2001,21,780204
794,16-09-2006,21,795716
796,30-08-1942,1,190830
797,27-01-1971,8,480127
798,12-04-1967,27,405212
799,19-02-1959,27,360219
803,15-02-1974,35,510215
804,23-03-1983,35,565123
806,22-04-2003,60,800422
807,21-12-1996,53,696021
808,28-11-1986,31,631128
809,15-10-1942,49,191015
810,24-11-1972,58,455924
811,28-05-1963,58,400528
812,06-12-1963,39,401206
813,29-01-1987,70,640129
814,01-10-1982,19,591001
815,27-12-1991,22,646027
816,01-04-1985,17,585201
818,27-04-1989,54,660427
819,08-07-1981,74,580708
820,06-01-1988,74,606106
821,12-05-1971,49,480512
822,08-07-1986,37,595508
823,24-10-1979,41,561024
824,05-09-1975,27,520905
825,02-04-2000,74,770402
826,23-01-2001,1,780123
827,04-11-1992,10,655904
828,10-12-1981,10,581210
829,19-05-1980,24,570519
830,27-08-1971,69,480827
831,02-05-1971,2,480502
832,23-02-1951,67,236223
833,11-06-1983,5,600611
834,17-12-1945,54,221217
835,20-12-1970,28,436020
836,14-06-1971,28,480614
837,14-10-1997,71,741014
838,04-04-1995,71,685204
839,18-07-1982,47,555518
840,26-04-1960,20,370426
841,10-02-2004,69,810210
842,03-09-1960,12,335703
843,03-11-1984,54,575903
844,14-01-1968,22,450114
845,30-03-1980,22,535130
846,01-12-1972,35,491201
847,25-12-2002,49,791225
849,06-08-1966,26,395606
850,21-09-1992,19,690921
851,16-06-1942,25,190616
852,04-08-1943,25,165604
853,02-06-1972,70,490602
854,02-01-1969,72,416102
855,28-01-1953,58,300128
856,22-01-1942,23,190122
857,21-02-1971,32,480221
858,29-05-1986,47,595329
859,29-09-1995,1,685729
860,08-12-1990,1,671208
861,13-11-1983,1,565913
862,05-01-1975,30,520105
863,29-01-1996,54,686129
864,27-03-1976,11,530327
865,03-01-1974,11,466103
866,24-01-2003,38,756124
870,06-05-1980,70,570506
871,11-03-1997,76,740311
872,22-02-1986,35,630222
873,05-01-1967,60,440105
874,05-11-1979,14,525905
875,07-12-1979,14,561207
876,25-11-1983,1,601125
877,21-03-1954,5,275121
878,17-04-1943,5,200417
879,08-02-1971,38,436208
880,17-02-1983,49,600217
881,22-04-2002,5,755222
882,09-11-1960,70,335909
883,06-03-1947,75,205106
884,14-10-1941,75,181014
885,08-02-1946,34,230208
886,02-02-1971,34,480202
887,28-01-2001,66,736128
888,26-10-1996,28,731026
889,24-12-2008,54,816024
890,30-03-1942,77,190330
891,31-01-1954,33,310131
892,24-07-1949,42,225524
893,23-12-1962,43,356023
894,18-08-1957,75,340818
895,03-07-1993,39,700703
896,24-06-2000,36,735424
897,25-03-2004,36,810325
898,27-06-1970,38,435427
899,13-02-1967,38,440213
900,10-04-2000,73,770410
901,21-12-1942,39,191221
902,15-08-1973,23,500815
903,06-03-1957,31,340306
904,08-02-1955,1,320208
905,23-10-1963,38,401023
906,16-06-2001,65,780616
907,11-03-1971,51,480311
908,07-05-1988,51,615307
909,07-09-1998,23,750907
910,27-09-1984,1,610927
911,28-11-1962,43,391128
912,29-10-1943,76,201029
913,18-11-1961,1,381118
914,19-03-1948,1,215119
915,03-05-1998,12,750503
916,29-06-1981,3,580629
917,16-11-2000,25,735916
918,23-12-1987,26,641223
921,13-04-1981,7,545213
922,16-10-1999,22,725816
923,22-08-2001,22,780822
924,12-07-1976,1,530712
925,13-08-1982,54,590813
926,22-01-2004,1,810122
927,26-10-1997,1,741026
928,10-12-1978,66,516010
929,23-04-1958,30,350423
930,25-10-1986,68,595825
931,07-06-1991,16,680607
932,27-09-1970,3,470927
933,11-05-2005,33,785311
934,19-08-2005,33,820819
935,17-07-1973,42,465517
936,30-07-1966,42,430730
937,14-11-1954,1,311114
938,07-10-1971,59,445807
939,03-08-1975,21,520803
940,11-08-1983,53,600811
941,05-10-1958,10,351005
942,02-11-1958,12,315902
943,26-09-1959,12,360926
944,18-12-1993,39,701218
945,10-03-2004,39,775110
946,06-08-1974,54,510806
948,22-04-1947,49,240422
949,27-07-1999,3,760727
950,12-06-1992,76,655412
951,17-09-1983,76,600917
952,01-07-1978,63,515501
953,17-10-1960,25,371017
954,20-12-1969,1,426020
955,28-01-1993,57,700128
956,21-10-1989,1,661021
957,23-02-1969,56,416223
958,04-05-1965,56,420504
959,12-11-1989,11,625912
960,13-06-1984,16,575413
961,04-12-1958,15,316004
962,19-02-1989,19,660219
963,17-02-1994,64,666217
964,21-12-1980,10,536021
965,01-02-2000,13,726201
966,02-09-2001,13,780902
967,20-06-2002,76,790620
968,17-02-1980,69,570217
970,29-03-1980,36,570329
971,01-03-1946,46,195101
972,06-05-1940,46,170506
973,06-12-1997,14,706006
974,24-06-1986,14,630624
975,12-09-1986,1,595712
976,19-01-1983,16,556119
977,10-07-1953,76,265510
978,09-08-1995,56,685609
979,18-11-1989,56,661118
980,30-09-1984,40,610930
981,28-06-1983,5,600628
984,03-07-1972,20,490703
985,13-03-1974,20,475113
986,16-05-1978,74,550516
987,20-05-1975,60,520520
988,01-12-1966,40,396001
989,15-08-1956,40,330815
990,24-12-1984,71,611224
991,27-06-1964,32,410627
992,21-05-1971,19,480521
993,31-12-1996,44,696031
994,27-04-1994,36,710427
995,30-12-2000,36,736030
996,26-08-2007,1,805626
997,11-11-1973,59,501111
998,28-08-1980,59,535628
999,01-11-1993,74,665901
1000,27-10-1984,74,611027
1001,14-04-1970,44,470414
1002,08-05-1971,42,445308
1003,31-12-1964,31,376031
1004,25-09-1980,3,570925
1006,28-08-1969,46,425628
1007,05-01-1961,46,380105
1008,06-07-1979,6,560706
1009,27-06-1989,33,625427
1010,16-08-1978,33,550816
1011,13-07-1962,16,390713
1012,13-04-1993,70,665213
1013,12-03-1996,70,730312
1014,08-02-1954,1,310208
1015,13-03-1957,62,340313
1016,21-09-1967,62,405721
1017,12-04-1970,6,435212
1018,28-02-1968,53,450228
1019,22-02-1974,14,466222
1020,10-07-2004,72,775510
1021,05-08-2000,2,770805
1022,23-07-1963,31,400723
1023,28-12-1961,1,381228
1024,29-03-1979,25,560329
1025,08-07-1987,15,640708
1026,12-08-2002,57,790812
1027,04-01-1968,1,406104
1028,02-10-1957,1,341002
1029,16-05-1981,1,545316
1030,11-10-1970,1,471011
1031,11-02-1996,2,686211
1032,30-12-1965,1,386030
1033,14-10-1960,1,371014
1034,11-01-2002,52,746111
1035,28-05-1998,13,715328
1036,06-12-1999,13,761206
1037,01-01-1993,1,656101
1038,23-11-1988,69,615923
1039,11-12-2007,70,806011
1040,17-06-1983,1,600617
1041,05-07-1984,72,610705
1042,25-11-1993,17,665925
1043,16-11-1986,17,631116
1044,13-11-1998,9,715913
1045,24-02-1975,60,476224
1046,24-08-1998,1,750824
1047,11-09-1990,16,635711
